Bus No,Material,Material Description,Model,Bus Format,Type,Replacement Date,Next Replacement Date,Final Replacement Date,Predicted Replacement Date,Interval Days,Failure Trend,Predicted Interval,Order Count,Total Withdrawn,Mileage Extracted,MaxMilage_AllYears,SumDistancePlanned_AllYears,SumDistanceActual_AllYears,Bus Age,Bus Age At Replacement,Status,Days Since Last Replacement,Time To Action,Odometer,Total Fault Count,Accident Count
SG6126U,Unknown,TRANSMISSION: MAN A95,MAN A95,DD,Transmission,,,,2026-02-22 17:39:29.428069,2027.0,0,2027.0,1,1,,,,,6.8,0.0,Overdue - Action Required,2485,30,546700.0,0.0,1.0
SG6127S,Unknown,TRANSMISSION: MAN A95,MAN A95,DD,Transmission,,,,2026-02-22 17:39:29.428069,2027.0,0,2027.0,1,1,,,,,6.8,0.0,Overdue - Action Required,2485,30,546700.0,0.0,1.0
SG6128P,Unknown,TRANSMISSION: MAN A95,MAN A95,DD,Transmission,,,,2026-02-22 17:39:29.428069,2027.0,0,2027.0,1,1,,,,,6.8,0.0,Overdue - Action Required,2485,30,546700.0,0.0,1.0
SG6129L,Unknown,TRANSMISSION: MAN A95,MAN A95,DD,Transmission,2025-12-08,,,2031-09-03 12:07:12.000000,2096.0,0,2096.0,1,1,432270.0,,,,6.79,6.66,Scheduled - Future,46,2048,442390.0,3.0,3.0
SG6130G,Unknown,TRANSMISSION: MAN A95,MAN A95,DD,Transmission,2025-06-25,,,2031-03-20 22:51:36.000000,2095.0,0,2095.0,1,1,433323.0,,,,6.79,6.21,Scheduled - Future,212,1882,479963.0,1.0,8.0
SG6131D,Unknown,TRANSMISSION: MAN A95,MAN A95,DD,Transmission,,,,2026-01-26 17:39:29.428069,2098.0,0,2098.0,1,1,,,,,6.79,0.0,Overdue - Action Required,2480,3,545600.0,8.0,6.0
SG6137M,Unknown,TRANSMISSION: MAN A95,MAN A95,DD,Transmission,,,,2026-01-26 17:39:29.428069,2096.0,0,2096.0,1,1,,,,,6.77,0.0,Overdue - Action Required,2474,3,544280.0,1.0,5.0
SG6140C,Unknown,TRANSMISSION: MAN A95,MAN A95,DD,Transmission,,,,2026-01-26 17:39:29.428069,2096.0,0,2096.0,1,1,,,,,6.77,0.0,Overdue - Action Required,2474,3,544280.0,2.0,3.0
SG6111L,Unknown,TRANSMISSION: MAN A95,MAN A95,DD,Transmission,,,,2026-01-26 17:39:29.428069,2069.0,0,2069.0,1,1,,,,,6.61,0.0,Overdue - Action Required,2416,3,531520.0,1.0,8.0
SG6048L,Unknown,TRANSMISSION: MAN A95,MAN A95,DD,Transmission,,,,2026-01-26 17:39:29.428069,1708.0,0,1708.0,1,1,,,,,6.58,0.0,Overdue - Action Required,2404,3,528880.0,1.0,1.0
SG6051B,Unknown,TRANSMISSION: MAN A95,MAN A95,DD,Transmission,,,,2026-02-23 11:45:36.000000,2435.0,0,2435.0,1,1,,,,,6.58,0.0,Overdue - Action Required,2404,30,528880.0,0.0,3.0
SG6118T,Unknown,TRANSMISSION: MAN A95,MAN A95,DD,Transmission,,,,2026-02-23 11:45:36.000000,2435.0,0,2435.0,1,1,,,,,6.58,0.0,Overdue - Action Required,2404,30,528880.0,0.0,3.0
SG6141A,Unknown,TRANSMISSION: MAN A95,MAN A95,DD,Transmission,,,,2026-02-22 17:45:36.000000,2435.0,0,2435.0,1,1,,,,,6.58,0.0,Overdue - Action Required,2404,30,528880.0,0.0,4.0
SG6143U,Unknown,TRANSMISSION: MAN A95,MAN A95,DD,Transmission,,,,2026-01-26 17:39:29.428069,2060.0,0,2060.0,1,1,,,,,6.58,0.0,Overdue - Action Required,2404,3,528880.0,1.0,3.0
SG6144S,Unknown,TRANSMISSION: MAN A95,MAN A95,DD,Transmission,,,,2026-01-26 17:39:29.428069,1709.0,0,1709.0,1,1,,,,,6.58,0.0,Overdue - Action Required,2404,3,528880.0,3.0,1.0
SG6112J,Unknown,TRANSMISSION: MAN A95,MAN A95,DD,Transmission,,,,2026-01-26 17:39:29.428069,1986.0,0,1986.0,1,1,,,,,6.43,0.0,Overdue - Action Required,2349,3,516780.0,3.0,4.0
SG6107A,Unknown,TRANSMISSION: MAN A95,MAN A95,DD,Transmission,,,,2026-01-26 17:39:29.428069,1667.0,0,1667.0,1,1,,,,,6.42,0.0,Overdue - Action Required,2345,3,515900.0,2.0,0.0
SG6108Y,Unknown,TRANSMISSION: MAN A95,MAN A95,DD,Transmission,,,,2026-01-26 17:39:29.428069,1667.0,0,1667.0,1,1,,,,,6.4,0.0,Overdue - Action Required,2338,3,514360.0,2.0,1.0
SG6150Z,Unknown,TRANSMISSION: MAN A95,MAN A95,DD,Transmission,,,,2026-01-26 17:39:29.428069,1638.0,0,1638.0,1,1,,,,,6.36,0.0,Overdue - Action Required,2324,3,511280.0,2.0,1.0
SG6151X,Unknown,TRANSMISSION: MAN A95,MAN A95,DD,Transmission,,,,2026-02-22 17:39:29.428069,1919.0,0,1919.0,1,1,,,,,6.36,0.0,Overdue - Action Required,2324,30,511280.0,0.0,0.0
SG6287M,Unknown,TRANSMISSION: MAN A95,MAN A95,DD,Transmission,,,,2026-01-26 17:39:29.428069,1688.0,0,1688.0,1,1,,,,,4.99,0.0,Overdue - Action Required,1821,3,400620.0,4.0,6.0
SG6301E,Unknown,TRANSMISSION: MAN A95,MAN A95,DD,Transmission,,,,2026-01-26 17:39:29.428069,1688.0,0,1688.0,1,1,,,,,4.95,0.0,Overdue - Action Required,1808,3,397760.0,5.0,7.0
SG6313X,Unknown,TRANSMISSION: MAN A95,MAN A95,DD,Transmission,,,,2026-07-08 12:00:00.000000,1892.0,0,1892.0,1,1,,,,,4.72,0.0,Scheduled - Future,1725,165,379500.0,0.0,2.0
