Bus No,Material,Material Description,Model,Bus Format,Type,Replacement Date,Next Replacement Date,Final Replacement Date,Predicted Replacement Date,Interval Days,Failure Trend,Predicted Interval,Order Count,Total Withdrawn,Mileage Extracted,MaxMilage_AllYears,SumDistancePlanned_AllYears,SumDistanceActual_AllYears,Bus Age,Bus Age At Replacement,Status,Days Since Last Replacement,Time To Action,Odometer,Total Fault Count,Accident Count
SG5453G,6012342,"COMPRESSOR,AIR FOR VOLVO B9TL",B9TL,Double Decker,GOB,1/10/2020,,1/10/2020,8/2/2026,,0,1591.028671,1,1,188021,538167618,73431320,36190758,8.076712329,3.473972603,Overdue - Action Required,1680,-90,551489,51,1
SG5453G,6012689,TURBOCHARGER FOR VOLVO B9TL BUS,B9TL,Double Decker,GOB,29/11/2022,,29/11/2022,17/4/2029,,0,1600,1,1,320515,538167618,73431320,36190758,8.076712329,5.635616438,Scheduled - Future,891,708,551489,51,1
SG5454D,6012342,"COMPRESSOR,AIR FOR VOLVO B9TL",B9TL,Double Decker,GOB,7/8/2021,,7/8/2021,27/2/2027,,0,1300,1,1,276677,519342533,67489840,27460778,8.076712329,4.323287671,Overdue - Action Required,1370,-71,527114,61,5
SG5454D,6012689,TURBOCHARGER FOR VOLVO B9TL BUS,B9TL,Double Decker,GOB,7/8/2022,,7/8/2022,24/12/2028,,0,1600,1,1,332548,519342533,67489840,27460778,8.076712329,5.323287671,Scheduled - Future,1005,594,527114,61,5
SG5460K,6012689,TURBOCHARGER FOR VOLVO B9TL BUS,B9TL,Double Decker,GOB,5/2/2025,,5/2/2025,24/6/2029,,0,1600,1,1,623261,622044792,20272118,16950638,7.920547945,7.668493151,Scheduled - Future,92,1507,622044792,5,1
SG5489D,6012342,"COMPRESSOR,AIR FOR VOLVO B9TL",B9TL,Double Decker,GOB,6/12/2022,,6/12/2022,28/6/2028,,0,1300,1,1,197244,342096501,72666500,36935142,7.594520548,5.17260274,Scheduled - Future,884,415,356891,25,7
SG5489D,6012689,TURBOCHARGER FOR VOLVO B9TL BUS,B9TL,Double Decker,GOB,8/4/2023,,8/4/2023,25/8/2029,,0,1600,1,1,210210,342096501,72666500,36935142,7.594520548,5.509589041,Scheduled - Future,761,838,356891,25,7
SG5490Z,6012342,"COMPRESSOR,AIR FOR VOLVO B9TL",B9TL,Double Decker,GOB,26/7/2022,,26/7/2022,15/2/2028,,0,1300,1,1,173217,346345651,56976490,19866378,7.594520548,4.808219178,Scheduled - Future,1017,282,357118,58,0
SG5491X,6012342,"COMPRESSOR,AIR FOR VOLVO B9TL",B9TL,Double Decker,GOB,8/1/2023,,8/1/2023,31/7/2028,,0,1300,1,1,210382,369497544,80664560,14025427,7.594520548,5.263013699,Scheduled - Future,851,448,377941,36,4
SG5491X,6012689,TURBOCHARGER FOR VOLVO B9TL BUS,B9TL,Double Decker,GOB,14/2/2023,,14/2/2023,3/7/2029,,0,1600,1,1,218810,369497544,80664560,14025427,7.594520548,5.364383562,Scheduled - Future,814,785,377941,36,4
SG5492T,6012342,"COMPRESSOR,AIR FOR VOLVO B9TL",B9TL,Double Decker,GOB,6/10/2022,,6/10/2022,28/4/2029,,0,1300,1,1,167893,323426575,57755340,38764598,7.594520548,5.005479452,Scheduled - Future,945,354,339660,36,7
SG5492T,6012689,TURBOCHARGER FOR VOLVO B9TL BUS,B9TL,Double Decker,GOB,6/2/2023,,6/2/2023,25/6/2029,,0,1600,1,1,191744,323426575,57755340,38764598,7.594520548,5.342465753,Scheduled - Future,822,777,339660,36,7
SG5493R,6012342,"COMPRESSOR,AIR FOR VOLVO B9TL",B9TL,Double Decker,GOB,8/8/2022,,8/8/2022,28/2/2029,,0,1300,1,1,182550,353511336,66102370,20692481,7.594520548,4.843835616,Scheduled - Future,1004,295,364818,71,4
SG5494M,6012342,"COMPRESSOR,AIR FOR VOLVO B9TL",B9TL,Double Decker,GOB,9/1/2023,,9/1/2023,1/8/2029,,0,1300,1,1,177448,283625269,56440890,22692465,7.594520548,5.265753425,Scheduled - Future,850,449,313292,44,4
SG5497E,6012342,"COMPRESSOR,AIR FOR VOLVO B9TL",B9TL,Double Decker,GOB,13/9/2020,,13/9/2020,14/8/2026,,0,1431.665242,1,1,218322,510739515,39712530,6376378,7.726027397,3.073972603,Overdue - Action Required,1698,-267,526886,76,3
SG5497E,6012689,TURBOCHARGER FOR VOLVO B9TL BUS,B9TL,Double Decker,GOB,29/3/2022,,29/3/2022,15/8/2029,,0,1600,1,1,328172,510739515,39712530,6376378,7.726027397,4.61369863,Scheduled - Future,1136,463,526886,76,3
SG5498C,6012342,"COMPRESSOR,AIR FOR VOLVO B9TL",B9TL,Double Decker,GOB,15/11/2020,,15/11/2020,9/8/2026,,0,1363.222341,1,1,830118,518879992,53992190,8406531,7.726027397,3.246575342,Overdue - Action Required,1635,-273,533868,65,4
SG5498C,6012689,TURBOCHARGER FOR VOLVO B9TL BUS,B9TL,Double Decker,GOB,3/8/2022,,3/8/2022,20/12/2029,,0,1600,1,1,353023,518879992,53992190,8406531,7.726027397,4.961643836,Scheduled - Future,1009,590,533868,65,4
SG5499A,6012342,"COMPRESSOR,AIR FOR VOLVO B9TL",B9TL,Double Decker,GOB,23/10/2020,,23/10/2020,30/12/2026,,0,1529.362158,1,1,218916,509724207,73104730,14392811,7.726027397,3.183561644,Overdue - Action Required,1658,-130,521797,54,2
SG5499A,6012689,TURBOCHARGER FOR VOLVO B9TL BUS,B9TL,Double Decker,GOB,11/12/2022,,11/12/2022,29/4/2029,,0,1600,1,1,349615,509724207,73104730,14392811,7.726027397,5.317808219,Scheduled - Future,879,720,521797,54,2
SG5500D,6012342,"COMPRESSOR,AIR FOR VOLVO B9TL",B9TL,Double Decker,GOB,30/7/2022,00:00.0,30/7/2022,19/2/2029,615,0,1300,2,4,248647,463402265,70403440,46474868,7.726027397,4.108219178,Scheduled - Future,1013,286,474898,31,2
SG5500D,6012689,TURBOCHARGER FOR VOLVO B9TL BUS,B9TL,Double Decker,GOB,27/4/2022,,27/4/2022,13/9/2029,,0,1600,1,1,291027,463402265,70403440,46474868,7.726027397,4.693150685,Scheduled - Future,1107,492,474898,31,2
SG5504T,6012342,"COMPRESSOR,AIR FOR VOLVO B9TL",B9TL,Double Decker,GOB,9/11/2023,00:00.0,9/11/2023,1/6/2029,1184,0,1300,2,4,299505,491770526,67912190,50648324,7.38630137,4.268493151,Scheduled - Future,546,753,492497,39,6
SG5504T,6012689,TURBOCHARGER FOR VOLVO B9TL BUS,B9TL,Double Decker,GOB,27/4/2022,,27/4/2022,13/9/2029,,0,1600,1,1,304206,491770526,67912190,50648324,7.38630137,4.353424658,Scheduled - Future,1107,492,492497,39,6
SG5505R,6012342,"COMPRESSOR,AIR FOR VOLVO B9TL",B9TL,Double Decker,GOB,1/11/2020,,1/11/2020,24/5/2026,,0,1300,1,1,195078,475703892,69684070,53265301,7.38630137,2.868493151,Overdue - Action Required,1649,-350,487791,27,2
SG5505R,6012689,TURBOCHARGER FOR VOLVO B9TL BUS,B9TL,Double Decker,GOB,16/3/2022,,16/3/2022,2/8/2029,,0,1600,1,1,282248,475703892,69684070,53265301,7.38630137,4.238356164,Scheduled - Future,1149,450,487791,27,2
SG5516J,6012342,"COMPRESSOR,AIR FOR VOLVO B9TL",B9TL,Double Decker,GOB,21/5/2022,00:00.0,21/5/2022,11/12/2029,694,0,1300,2,9,381011,589053731,76596260,32019174,7.536986301,3.294977169,Scheduled - Future,1777,-15.33333333,597513,62,5
SG5516J,6012689,TURBOCHARGER FOR VOLVO B9TL BUS,B9TL,Double Decker,GOB,17/7/2021,,17/7/2021,3/12/2025,,0,1600,1,1,307206,589053731,76596260,32019174,7.536986301,3.726027397,Scheduled - Future,1391,208,597513,62,5
SG5517G,6012342,"COMPRESSOR,AIR FOR VOLVO B9TL",B9TL,Double Decker,GOB,31/1/2024,00:00.0,31/1/2024,23/8/2030,1314,0,1300,2,4,301624.5,483348947,64609250,47993491,7.536986301,4.468493151,Scheduled - Future,463,836,495976,47,3
SG5517G,6012689,TURBOCHARGER FOR VOLVO B9TL BUS,B9TL,Double Decker,GOB,13/5/2022,,13/5/2022,29/9/2029,,0,1600,1,1,312933,483348947,64609250,47993491,7.536986301,4.547945205,Scheduled - Future,1091,508,495976,47,3
SG5518D,6012342,"COMPRESSOR,AIR FOR VOLVO B9TL",B9TL,Double Decker,GOB,18/5/2022,00:00.0,18/5/2022,8/12/2029,685,0,1300,2,9,220157.6667,458080963,57560510,34247658,7.536986301,3.309589041,Scheduled - Future,1771,-15.33333333,467280,39,3
SG5518D,6012689,TURBOCHARGER FOR VOLVO B9TL BUS,B9TL,Double Decker,GOB,22/9/2022,,22/9/2022,8/2/2029,,0,1600,1,1,314483,458080963,57560510,34247658,7.536986301,4.909589041,Scheduled - Future,959,640,467280,39,3
SG5519B,6012342,"COMPRESSOR,AIR FOR VOLVO B9TL",B9TL,Double Decker,GOB,14/2/2024,00:00.0,14/2/2024,6/9/2030,1337,0,1300,2,4,318118,498827681,60709530,30182810,7.536986301,4.475342466,Scheduled - Future,449,850,508615,33,0
SG5519B,6012689,TURBOCHARGER FOR VOLVO B9TL BUS,B9TL,Double Decker,GOB,18/8/2022,,18/8/2022,4/1/2029,,0,1600,1,1,347188,498827681,60709530,30182810,7.536986301,4.81369863,Scheduled - Future,994,605,508615,33,0
SG5528A,6012342,"COMPRESSOR,AIR FOR VOLVO B9TL",B9TL,Double Decker,GOB,15/4/2024,00:00.0,15/4/2024,6/11/2030,1381,0,1300,2,4,316267.5,512587722,78910470,39458121,7.536986301,4.582191781,Scheduled - Future,388,911,528692,33,4
SG5528A,6012689,TURBOCHARGER FOR VOLVO B9TL BUS,B9TL,Double Decker,GOB,5/7/2022,,5/7/2022,21/11/2029,,0,1600,1,1,330575,512587722,78910470,39458121,7.536986301,4.693150685,Scheduled - Future,1038,561,528692,33,4
SG5529Y,6012342,"COMPRESSOR,AIR FOR VOLVO B9TL",B9TL,Double Decker,GOB,14/2/2025,00:00.0,14/2/2025,6/9/2031,1490,0,1300,2,9,287620,492390895,74923810,30714056,7.536986301,4.587214612,Scheduled - Future,1573,719.3333333,500493,38,2
SG5529Y,6012689,TURBOCHARGER FOR VOLVO B9TL BUS,B9TL,Double Decker,GOB,8/7/2022,,8/7/2022,24/11/2029,,0,1600,1,1,300197,492390895,74923810,30714056,7.536986301,4.701369863,Scheduled - Future,1035,564,500493,38,2
SG5530S,6012342,"COMPRESSOR,AIR FOR VOLVO B9TL",B9TL,Double Decker,GOB,16/6/2024,00:00.0,16/6/2024,7/1/2031,1451,0,1300,2,9,240984,431823340,62405260,36044660,7.536986301,3.992694064,Scheduled - Future,1777,489.3333333,443132,48,3
SG5530S,6012689,TURBOCHARGER FOR VOLVO B9TL BUS,B9TL,Double Decker,GOB,22/9/2022,,22/9/2022,8/2/2029,,0,1600,1,1,282983,431823340,62405260,36044660,7.536986301,4.909589041,Scheduled - Future,959,640,443132,48,3
SG5531P,6012342,"COMPRESSOR,AIR FOR VOLVO B9TL",B9TL,Double Decker,GOB,1/12/2020,,1/12/2020,23/6/2026,,0,1300,1,1,189213,444283254,63306140,31156091,7.389041096,2.953424658,Overdue - Action Required,1619,-320,451049,113,3
SG5531P,6012689,TURBOCHARGER FOR VOLVO B9TL BUS,B9TL,Double Decker,GOB,18/8/2022,,18/8/2022,4/1/2029,,0,1600,1,1,282729,444283254,63306140,31156091,7.389041096,4.665753425,Scheduled - Future,994,605,451049,113,3
SG5532L,6012342,"COMPRESSOR,AIR FOR VOLVO B9TL",B9TL,Double Decker,GOB,8/5/2021,,8/5/2021,28/11/2027,,0,1300,1,1,213646,404944092,56247490,22104886,7.389041096,3.38630137,Overdue - Action Required,1461,-162,413579,59,3
SG5532L,6012689,TURBOCHARGER FOR VOLVO B9TL BUS,B9TL,Double Decker,GOB,12/6/2022,,12/6/2022,29/10/2029,,0,1600,1,1,268034,404944092,56247490,22104886,7.389041096,4.482191781,Scheduled - Future,1061,538,413579,59,3
SG5533J,6012342,"COMPRESSOR,AIR FOR VOLVO B9TL",B9TL,Double Decker,GOB,23/3/2021,,23/3/2021,13/10/2027,,0,1300,1,1,219336,473136406,55964770,21326325,7.389041096,3.260273973,Overdue - Action Required,1507,-208,484730,47,3
SG5533J,6012689,TURBOCHARGER FOR VOLVO B9TL BUS,B9TL,Double Decker,GOB,4/12/2022,,4/12/2022,9/1/1900,,0,1600,1,1,358242,473136406,55964770,21326325,7.389041096,4.961643836,Scheduled - Future,886,713,484730,47,3
SG5534G,6012342,"COMPRESSOR,AIR FOR VOLVO B9TL",B9TL,Double Decker,GOB,7/2/2021,,7/2/2021,30/8/2027,,0,1300,1,1,179829,421609920,53785320,24094273,7.389041096,3.139726027,Overdue - Action Required,1551,-252,431247,68,3
SG5534G,6012689,TURBOCHARGER FOR VOLVO B9TL BUS,B9TL,Double Decker,GOB,12/12/2022,,12/12/2022,30/4/2029,,0,1600,1,1,292050,421609920,53785320,24094273,7.389041096,4.983561644,Scheduled - Future,878,721,431247,68,3
SG5535D,6012342,"COMPRESSOR,AIR FOR VOLVO B9TL",B9TL,Double Decker,GOB,13/11/2021,,13/11/2021,5/6/2027,,0,1300,1,1,230844,428766466,43078210,19121793,7.389041096,3.904109589,Due Soon - Monitor,1272,27,439541,36,2
SG5535D,6012689,TURBOCHARGER FOR VOLVO B9TL BUS,B9TL,Double Decker,GOB,23/6/2022,,23/6/2022,9/11/2028,,0,1600,1,1,273923,428766466,43078210,19121793,7.389041096,4.512328767,Scheduled - Future,1050,549,439541,36,2
SG5538X,6012342,"COMPRESSOR,AIR FOR VOLVO B9TL",B9TL,Double Decker,GOB,7/8/2020,,7/8/2020,14/9/2026,,0,1499.108299,1,1,233263,580256373,77167400,17002543,7.523287671,2.769863014,Overdue - Action Required,1735,-237,590556,83,4
SG5538X,6012689,TURBOCHARGER FOR VOLVO B9TL BUS,B9TL,Double Decker,GOB,14/8/2022,,14/8/2022,31/12/2028,,0,1600,1,1,384211,580256373,77167400,17002543,7.523287671,4.789041096,Scheduled - Future,998,601,590556,83,4
SG5539T,6012342,"COMPRESSOR,AIR FOR VOLVO B9TL",B9TL,Double Decker,GOB,13/2/2021,,13/2/2021,5/9/2026,,0,1300,1,1,176440,471534895,80491710,51149760,7.389041096,3.156164384,Overdue - Action Required,1545,-246,485854,58,7
SG5539T,6012689,TURBOCHARGER FOR VOLVO B9TL BUS,B9TL,Double Decker,GOB,2/1/2023,,2/1/2023,21/5/2029,,0,1600,1,1,306012,471534895,80491710,51149760,7.389041096,5.04109589,Scheduled - Future,857,742,485854,58,7
SG5573T,6012342,"COMPRESSOR,AIR FOR VOLVO B9TL",B9TL,Double Decker,GOB,27/11/2022,00:00.0,27/11/2022,19/6/2030,1000,0,1300,2,4,357856,608249450,64397110,9282908,8.693150685,4.876712329,Scheduled - Future,893,406,620892,91,4
SG5573T,6012689,TURBOCHARGER FOR VOLVO B9TL BUS,B9TL,Double Decker,GOB,13/3/2022,,13/3/2022,30/7/2029,,0,1600,1,1,415147,608249450,64397110,9282908,8.693150685,5.536986301,Scheduled - Future,1152,447,620892,91,4
SG5574R,6012342,"COMPRESSOR,AIR FOR VOLVO B9TL",B9TL,Double Decker,GOB,1/2/2021,,1/2/2021,24/8/2027,,0,1300,1,1,308541,605619555,70852590,20460997,8.690410959,4.424657534,Overdue - Action Required,1557,-258,619755,98,4
SG5574R,6012689,TURBOCHARGER FOR VOLVO B9TL BUS,B9TL,Double Decker,GOB,1/2/2021,,1/2/2021,20/6/2026,,0,1600,1,1,308541,605619555,70852590,20460997,8.690410959,4.424657534,Due Soon - Monitor,1557,42,619755,98,4
SG5575M,6012342,"COMPRESSOR,AIR FOR VOLVO B9TL",B9TL,Double Decker,GOB,19/12/2023,00:00.0,19/12/2023,11/7/2030,1186,0,1300,2,4,353041.5,508337084,46084560,13968721,8.690410959,5.679452055,Scheduled - Future,506,793,518051,81,4
SG5575M,6012689,TURBOCHARGER FOR VOLVO B9TL BUS,B9TL,Double Decker,GOB,3/6/2020,,3/6/2020,20/10/2026,,0,1600,1,1,236072,508337084,46084560,13968721,8.690410959,3.75890411,Overdue - Action Required,1800,-201,518051,81,4
SG5576K,6012342,"COMPRESSOR,AIR FOR VOLVO B9TL",B9TL,Double Decker,GOB,28/4/2021,,28/4/2021,18/11/2027,,0,1300,1,1,324899,527864477,56505010,27254220,8.608219178,4.578082192,Overdue - Action Required,1471,-172,543384,88,5
SG5576K,6012689,TURBOCHARGER FOR VOLVO B9TL BUS,B9TL,Double Decker,GOB,28/4/2021,,28/4/2021,14/9/2025,,0,1600,1,1,324899,527864477,56505010,27254220,8.608219178,4.578082192,Scheduled - Future,1471,128,543384,88,5
SG5577H,6012342,"COMPRESSOR,AIR FOR VOLVO B9TL",B9TL,Double Decker,GOB,14/12/2021,,14/12/2021,6/7/2027,,0,1300,1,1,360400,526411299,40465850,10653444,8.608219178,5.208219178,Due Soon - Monitor,1241,58,536340,85,3
SG5577H,6012689,TURBOCHARGER FOR VOLVO B9TL BUS,B9TL,Double Decker,GOB,6/4/2022,,6/4/2022,23/8/2029,,0,1600,1,1,376887,526411299,40465850,10653444,8.608219178,5.517808219,Scheduled - Future,1128,471,536340,85,3
SG5578E,6012342,"COMPRESSOR,AIR FOR VOLVO B9TL",B9TL,Double Decker,GOB,22/11/2023,00:00.0,22/11/2023,14/6/2030,1148,0,1300,2,4,358995.5,540669052,71953320,19448772,8.608219178,5.575342466,Scheduled - Future,533,766,554589,73,3
SG5578E,6012689,TURBOCHARGER FOR VOLVO B9TL BUS,B9TL,Double Decker,GOB,6/10/2022,,6/10/2022,22/2/2029,,0,1600,1,1,394294,540669052,71953320,19448772,8.608219178,6.019178082,Scheduled - Future,945,654,554589,73,3
SG5579C,6012342,"COMPRESSOR,AIR FOR VOLVO B9TL",B9TL,Double Decker,GOB,17/1/2021,,17/1/2021,9/8/2027,,0,1300,1,1,262263,478673038,67483660,8934111,8.608219178,4.301369863,Overdue - Action Required,1572,-273,493628,59,6
SG5579C,6012689,TURBOCHARGER FOR VOLVO B9TL BUS,B9TL,Double Decker,GOB,13/8/2022,,13/8/2022,30/12/2029,,0,1600,1,1,359043,478673038,67483660,8934111,8.608219178,5.871232877,Scheduled - Future,999,600,493628,59,6
SG5580Y,6012342,"COMPRESSOR,AIR FOR VOLVO B9TL",B9TL,Double Decker,GOB,4/10/2024,00:00.0,4/10/2024,26/4/2030,1466,0,1300,2,4,407363,594414116,86586780,8932059,8.608219178,6.008219178,Scheduled - Future,216,1083,599552,64,4
SG5580Y,6012689,TURBOCHARGER FOR VOLVO B9TL BUS,B9TL,Double Decker,GOB,15/8/2022,,15/8/2022,1/1/2030,,0,1600,1,1,378402,594414116,86586780,8932059,8.608219178,5.876712329,Scheduled - Future,997,602,599552,64,4
SG5581U,6012342,"COMPRESSOR,AIR FOR VOLVO B9TL",B9TL,Double Decker,GOB,26/6/2020,00:00.0,26/6/2020,17/1/2026,,0,1300,1,4,197719,453964952,64265180,40119818,8.608219178,3.736986301,Overdue - Action Required,1777,-478,465325,30,2
SG5581U,6012689,TURBOCHARGER FOR VOLVO B9TL BUS,B9TL,Double Decker,GOB,5/4/2022,,5/4/2022,22/8/2029,,0,1600,1,1,299644,453964952,64265180,40119818,8.608219178,5.515068493,Scheduled - Future,1129,470,465325,30,2
SG5582S,6012342,"COMPRESSOR,AIR FOR VOLVO B9TL",B9TL,Double Decker,GOB,29/7/2023,00:00.0,29/7/2023,18/2/2030,1197,0,1300,2,9,250597.3333,457840829,64028740,34670968,8.608219178,4.642922374,Scheduled - Future,1846,251,467751,38,2
SG5582S,6012689,TURBOCHARGER FOR VOLVO B9TL BUS,B9TL,Double Decker,GOB,14/8/2022,,14/8/2022,31/12/2029,,0,1600,1,1,318691,457840829,64028740,34670968,8.608219178,5.873972603,Scheduled - Future,998,601,467751,38,2
SG5583P,6012342,"COMPRESSOR,AIR FOR VOLVO B9TL",B9TL,Double Decker,GOB,20/4/2023,00:00.0,20/4/2023,10/11/2030,1096,0,1300,2,4,314205.5,521005746,60118420,45512653,8.608219178,5.054794521,Scheduled - Future,749,550,533743,65,7
SG5583P,6012689,TURBOCHARGER FOR VOLVO B9TL BUS,B9TL,Double Decker,GOB,22/5/2021,,22/5/2021,8/10/2025,,0,1600,1,1,302620,521005746,60118420,45512653,8.608219178,4.643835616,Scheduled - Future,1447,152,533743,65,7
SG5584L,6012342,"COMPRESSOR,AIR FOR VOLVO B9TL",B9TL,Double Decker,GOB,20/1/2024,00:00.0,20/1/2024,12/8/2030,1303,0,1300,2,9,278379,493139352,64678070,43120940,8.608219178,4.917808219,Scheduled - Future,1777,390.6666667,502350,38,1
SG5584L,6012689,TURBOCHARGER FOR VOLVO B9TL BUS,B9TL,Double Decker,GOB,15/5/2021,,15/5/2021,1/10/2025,,0,1600,1,1,268470,493139352,64678070,43120940,8.608219178,4.624657534,Scheduled - Future,1454,145,502350,38,1
SG5585J,6012342,"COMPRESSOR,AIR FOR VOLVO B9TL",B9TL,Double Decker,GOB,6/7/2020,,6/7/2020,3/8/2026,,0,1489.987716,1,1,187938,484883403,71856820,40148106,8.608219178,3.767123288,Overdue - Action Required,1767,-278,496913,26,3
SG5585J,6012689,TURBOCHARGER FOR VOLVO B9TL BUS,B9TL,Double Decker,GOB,18/3/2022,,18/3/2022,4/8/2029,,0,1600,1,1,281480,484883403,71856820,40148106,8.608219178,5.465753425,Scheduled - Future,1147,452,496913,26,3
SG5586G,6012342,"COMPRESSOR,AIR FOR VOLVO B9TL",B9TL,Double Decker,GOB,27/1/2025,00:00.0,27/1/2025,29/8/2031,1664,0,1305.223665,2,4,387343,538144770,61684390,5876383,8.608219178,6.052054795,Scheduled - Future,101,1203,550667,60,1
SG5586G,6012689,TURBOCHARGER FOR VOLVO B9TL BUS,B9TL,Double Decker,GOB,19/12/2022,,19/12/2022,7/5/2029,,0,1600,1,1,391639,538144770,61684390,5876383,8.608219178,6.221917808,Scheduled - Future,871,728,550667,60,1
SG5587D,6012342,"COMPRESSOR,AIR FOR VOLVO B9TL",B9TL,Double Decker,GOB,14/3/2023,00:00.0,14/3/2023,4/10/2030,677,0,1300,2,4,351029,579036841,75840750,14440926,8.608219178,5.52739726,Scheduled - Future,786,513,590190,58,6
SG5587D,6012689,TURBOCHARGER FOR VOLVO B9TL BUS,B9TL,Double Decker,GOB,4/10/2024,00:00.0,4/10/2024,20/2/2030,1246,0,1600,2,4,416963,579036841,75840750,14440926,8.608219178,6.309589041,Scheduled - Future,216,1383,590190,58,6
SG5595E,6012342,"COMPRESSOR,AIR FOR VOLVO B9TL",B9TL,Double Decker,GOB,11/8/2022,00:00.0,11/8/2022,3/3/2029,953,0,1300,2,4,245082.5,452705763,63086270,36882245,8.284931507,4.236986301,Scheduled - Future,1001,298,461632,34,2
SG5595E,6012689,TURBOCHARGER FOR VOLVO B9TL BUS,B9TL,Double Decker,GOB,10/5/2021,,10/5/2021,26/9/2025,,0,1600,1,1,254402,452705763,63086270,36882245,8.284931507,4.287671233,Scheduled - Future,1459,140,461632,34,2
SG5596C,6012342,"COMPRESSOR,AIR FOR VOLVO B9TL",B9TL,Double Decker,GOB,29/4/2021,,29/4/2021,19/11/2027,,0,1300,1,1,342200,633473080,76927410,11710357,8.246575342,4.219178082,Overdue - Action Required,1470,-171,649019,79,6
SG5596C,6012689,TURBOCHARGER FOR VOLVO B9TL BUS,B9TL,Double Decker,GOB,16/7/2021,,16/7/2021,2/12/2025,,0,1600,1,1,351749,633473080,76927410,11710357,8.246575342,4.432876712,Scheduled - Future,1392,207,649019,79,6
SG5597A,6012342,"COMPRESSOR,AIR FOR VOLVO B9TL",B9TL,Double Decker,GOB,21/2/2021,,21/2/2021,9/11/2027,,0,1357.62415,1,1,313932,606208874,68509140,14246806,8.246575342,4.035616438,Overdue - Action Required,1537,-180,621002,77,7
SG5597A,6012689,TURBOCHARGER FOR VOLVO B9TL BUS,B9TL,Double Decker,GOB,26/2/2021,,26/2/2021,15/7/2027,,0,1600,1,1,313932,606208874,68509140,14246806,8.246575342,4.049315068,Due Soon - Monitor,1532,67,621002,77,7
SG5598Y,6012342,"COMPRESSOR,AIR FOR VOLVO B9TL",B9TL,Double Decker,GOB,27/12/2020,,27/12/2020,12/9/2026,,0,1355.515041,1,1,251307,499149320,57052670,28550401,8.246575342,3.882191781,Overdue - Action Required,1593,-239,508858,47,9
SG5598Y,6012689,TURBOCHARGER FOR VOLVO B9TL BUS,B9TL,Double Decker,GOB,15/7/2022,,15/7/2022,1/12/2029,,0,1600,1,1,341382,499149320,57052670,28550401,8.246575342,5.430136986,Scheduled - Future,1028,571,508858,47,9
SG5599U,6012342,"COMPRESSOR,AIR FOR VOLVO B9TL",B9TL,Double Decker,GOB,17/9/2020,,17/9/2020,9/4/2027,,0,1300,1,1,201940,436255882,65486820,36107287,8.246575342,3.605479452,Overdue - Action Required,1694,-395,447281,23,8
SG5599U,6012689,TURBOCHARGER FOR VOLVO B9TL BUS,B9TL,Double Decker,GOB,4/4/2022,,4/4/2022,21/8/2028,,0,1600,1,1,281825,436255882,65486820,36107287,8.246575342,5.150684932,Scheduled - Future,1130,469,447281,23,8
SG5600Z,6012342,"COMPRESSOR,AIR FOR VOLVO B9TL",B9TL,Double Decker,GOB,18/4/2024,00:00.0,18/4/2024,9/11/2029,1185,0,1300,2,4,317883.5,492784314,65544350,11131976,8.235616438,5.557534247,Scheduled - Future,385,914,505948,53,4
SG5600Z,6012689,TURBOCHARGER FOR VOLVO B9TL BUS,B9TL,Double Decker,GOB,18/8/2022,,18/8/2022,4/1/2029,,0,1600,1,1,302420,492784314,65544350,11131976,8.235616438,5.512328767,Scheduled - Future,994,605,505948,53,4
SG5601X,6012342,"COMPRESSOR,AIR FOR VOLVO B9TL",B9TL,Double Decker,GOB,9/11/2020,,9/11/2020,26/10/2026,,0,1447.444381,1,1,209111,478675008,51298590,8303323,8.235616438,3.739726027,Overdue - Action Required,1641,-195,492349,47,2
SG5601X,6012689,TURBOCHARGER FOR VOLVO B9TL BUS,B9TL,Double Decker,GOB,12/8/2024,00:00.0,12/8/2024,29/12/2030,869,0,1600,2,4,366000.5,478675008,51298590,8303323,8.235616438,6.308219178,Scheduled - Future,269,1330,492349,47,2
SG5745P,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A95,Double Decker,GOB,7/6/2021,,7/6/2021,24/10/2025,,0,1600,1,1,408525,751940782,88612900,10328654,9.04109589,5.120547945,Scheduled - Future,1431,168,767628,78,6
SG5745P,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95,Double Decker,GOB,7/6/2021,,7/6/2021,28/12/2027,,0,1300,1,1,408525,751940782,88612900,10328654,9.04109589,5.120547945,Overdue - Action Required,1431,-132,767628,78,6
SG5755K,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A95,Double Decker,GOB,10/3/2021,,10/3/2021,27/7/2026,,0,1600,1,1,323154,599271034,25658670,18761595,8.926027397,4.761643836,Due Soon - Monitor,1520,79,599826,44,4
